target,source,weight,absolute_weight,weight_share,cumulative_weight_share
CA2 SP SR,CA2 Pyramidal,-1.910838827728936,1.910838827728936,1.556005637386309e-07,0.9999894632333365
CA1 Quadrilaminar,CA1 Radial Trilaminar,-1.8887601303461377,1.8887601303461377,1.5380268434162224e-07,0.9999896170360209
CA3 Granule,CA3 Basket CCK+,1.8857465040092307,1.8857465040092307,1.535572832381301e-07,0.9999897705933041
CA1 LMR,CA1 Neurogliaform Projecting,-1.827979761398799,1.827979761398799,1.4885330842607827e-07,0.9999899194466125
CA2 Bistratified,CA1 Basket CCK+,-1.804359606113174,1.804359606113174,1.469299073392344e-07,0.9999900663765199
CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,-1.7861687499037648,1.7861687499037648,1.4544861679813917e-07,0.9999902118251367
CA3 Mossy Fiber Associated ORDEN,CA3 Pyramidal,-1.7830641175200004,1.7830641175200004,1.4519580502662564e-07,0.9999903570209417
DG Neurogliaform,DG Basket,-1.749668648697399,1.749668648697399,1.4247639525762456e-07,0.999990499497337
CA1 Neurogliaform Projecting,DG Basket,-1.7421084010730732,1.7421084010730732,1.41860760503255e-07,0.9999906413580975
CA3 Mossy Fiber Associated ORDEN,DG MOLAX,-1.708996141931837,1.708996141931837,1.391644126405943e-07,0.9999907805225101
CA1 Perforant Path Associated,DG Semilunar Granule,-1.7067178638387568,1.7067178638387568,1.389788913132629e-07,0.9999909195014014
CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,-1.7001575082869929,1.7001575082869929,1.3844467827165666e-07,0.9999910579460797
CA1 Quadrilaminar,CA1 Oriens Alveus,-1.6847263334538,1.6847263334538,1.3718810996858953e-07,0.9999911951341897
CA3 Mossy Fiber Associated,CA3 Granule,-1.6813569754428404,1.6813569754428404,1.3691374145653365e-07,0.9999913320479311
CA1 Quadrilaminar,CA1 Basket,-1.674389895376262,1.674389895376262,1.3634640863377524e-07,0.9999914683943397
CA1 Recurrent O LM,CA1 Ivy,-1.6587393404805468,1.6587393404805468,1.35071976102231e-07,0.9999916034663158
CA3 Spiny Lucidum,DG Neurogliaform,-1.657234394487059,1.657234394487059,1.3494942759547847e-07,0.9999917384157434
CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,-1.64457553572124,1.64457553572124,1.3391861037967477e-07,0.9999918723343538
DG Hilar Ectopic Granule,DG Mossy,1.6138578915994803,1.6138578915994803,1.314172572185873e-07,0.999992003751611
CA3 Spiny Lucidum,DG Semilunar Granule,-1.5955009063544543,1.5955009063544543,1.2992243870683318e-07,0.9999921336740497
CA1 Recurrent O LM,CA1 Recurrent O LM,-1.5944641965028976,1.5944641965028976,1.2983801890386773e-07,0.9999922635120686
CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,-1.5863058824702536,1.5863058824702536,1.2917368330202895e-07,0.9999923926857519
CA1 Quadrilaminar,CA1 Basket CCK+,-1.5781680058209215,1.5781680058209215,1.2851101192655954e-07,0.9999925211967639
CA1 Perforant Path Associated,CA1 Radiatum Giant,-1.5741305738015243,1.5741305738015243,1.281822418130585e-07,0.9999926493790057
DG Hilar Ectopic Granule,DG MOLAX,1.567621237494078,1.567621237494078,1.2765218329409552e-07,0.9999927770311889
CA2 Bistratified,CA1 Perforant Path Associated,-1.5660371402241913,1.5660371402241913,1.2752318945922346e-07,0.9999929045543784
CA1 Radiatum,CA1 Pyramidal,-1.5554166805692362,1.5554166805692362,1.2665836010496626e-07,0.9999930312127385
CA3 Mossy Fiber Associated ORDEN,CA2 Wide Arbor Basket,-1.5538329004174165,1.5538329004174165,1.2652939209317736e-07,0.9999931577421306
CA1 Neurogliaform Projecting,DG Granule,-1.5523330802619344,1.5523330802619344,1.264072609859835e-07,0.9999932841493916
CA2 Bistratified,CA1 Radial Trilaminar,-1.5513526848513712,1.5513526848513712,1.2632742689618132e-07,0.9999934104768184
DG Hilar Ectopic Granule,DG Total Molecular Layer,1.4983557751436258,1.4983557751436258,1.22011861968745e-07,0.9999935324886804
CA2 Bistratified,CA1 OR LM,-1.4926652321187404,1.4926652321187404,1.2154847819728195e-07,0.9999936540371586
CA3 Spiny Lucidum,CA3 Spiny Lucidum,-1.48181367288471,1.48181367288471,1.2066483028843914e-07,0.9999937747019888
DG Hilar Ectopic Granule,CA3 Lucidum ORAX,1.48023968801693,1.48023968801693,1.2053665991154048e-07,0.9999938952386487
CA1 Neurogliaform Projecting,DG Total Molecular Layer,-1.4634236531830578,1.4634236531830578,1.1916732176432016e-07,0.9999940144059705
DG MOPP,DG Neurogliaform,-1.4218588153156804,1.4218588153156804,1.1578267617829999e-07,0.9999941301886467
DG Neurogliaform,DG Hilar Ectopic Granule,-1.4087490242832723,1.4087490242832723,1.1471513932195362e-07,0.999994244903786
CA3 Mossy Fiber Associated ORDEN,DG Total Molecular Layer,-1.4086243503262763,1.4086243503262763,1.147049870591303e-07,0.999994359608773
CA2 Bistratified,CA1 Oriens Alveus,-1.3363465266658012,1.3363465266658012,1.0881936764206104e-07,0.9999944684281407
CA2 Bistratified,CA1 Quadrilaminar,-1.3265330257897785,1.3265330257897785,1.0802024934574008e-07,0.99999457644839
CA3 Mossy Fiber Associated ORDEN,DG Mossy,-1.290786217179564,1.290786217179564,1.051093687989924e-07,0.9999946815577587
DG Hilar Ectopic Granule,DG Basket,1.276258461800868,1.276258461800868,1.0392636639503314e-07,0.9999947854841251
CA3 Lucidum ORAX,CA3 Basket,-1.2753031576130562,1.2753031576130562,1.0384857549607906e-07,0.9999948893327006
DG HIPROM,DG Basket,-1.251751119313363,1.251751119313363,1.0193072120955e-07,0.9999949912634218
DG HIPROM,DG MOLAX,-1.2476849236611838,1.2476849236611838,1.0159960885901092e-07,0.9999950928630307
CA1 Neurogliaform,CA1 Radiatum Giant,-1.2408535242834644,1.2408535242834644,1.0104332458276968e-07,0.9999951939063553
CA1 Quadrilaminar,CA1 Quadrilaminar,-1.2191589321889449,1.2191589321889449,9.927672307195627e-08,0.9999952931830783
CA3 Lucidum ORAX,CA3 Lucidum ORAX,-1.19506203207234,1.19506203207234,9.73145004145103e-08,0.9999953904975788
DG Hilar Ectopic Granule,DG HIPROM,1.1727449931609049,1.1727449931609049,9.54972127473325e-08,0.9999954859947915
DG Neurogliaform,DG Total Molecular Layer,-1.1669772533530407,1.1669772533530407,9.502754280312897e-08,0.9999955810223343
CA2 Bistratified,CA1 Horizontal Axo Axonic,-1.166816608805152,1.166816608805152,9.501446143705543e-08,0.9999956760367957
CA2 Bistratified,CA1 LMR,-1.0938655615413,1.0938655615413,8.907402108444339e-08,0.9999957651108168
DG HIPROM,CA3 Basket,-1.093259959164173,1.093259959164173,8.902470657925595e-08,0.9999958541355234
CA3 Spiny Lucidum,DG HIPROM,-1.0877033560530789,1.0877033560530789,8.857222960212351e-08,0.9999959427077529
CA1 Neurogliaform Projecting,CA1 Pyramidal,-1.0823676426565632,1.0823676426565632,8.813773978519197e-08,0.9999960308454927
CA3 Lucidum ORAX,CA3 Mossy Fiber Associated ORDEN,-1.0721529535647742,1.0721529535647742,8.730595253132597e-08,0.9999961181514453
CA2 Bistratified,CA1 Back Projection,-1.0590994089851185,1.0590994089851185,8.624299585182629e-08,0.9999962043944411
CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,-1.0531341181583975,1.0531341181583975,8.575723922911529e-08,0.9999962901516803
CA1 O LMR,CA1 Radiatum Giant,-1.007892256594356,1.007892256594356,8.20731717600045e-08,0.9999963722248522
CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,-1.0043011889501765,1.0043011889501765,8.178074932136169e-08,0.9999964540056014
CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,-1.004103065308909,1.004103065308909,8.176461601392423e-08,0.9999965357702174
DG HIPROM,CA3 Mossy Fiber Associated ORDEN,-0.9711340799544252,0.9711340799544252,7.907993500754892e-08,0.9999966148501525
DG HIPROM,DG Total Molecular Layer,-0.966817413197539,0.966817413197539,7.872842666938017e-08,0.9999966935785791
CA3 Granule,CA3 Pyramidal,0.942018883295193,0.942018883295193,7.67090699467201e-08,0.9999967702876491
CA2 Bistratified,CA1 Bistratified,-0.9343382131660528,0.9343382131660528,7.608362912740982e-08,0.9999968463712783
DG Hilar Ectopic Granule,DG Hilar Ectopic Granule,0.9213810801264162,0.9213810801264162,7.502852328794972e-08,0.9999969213998016
CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,-0.917137447683072,0.917137447683072,7.468296217054837e-08,0.9999969960827637
CA3 Mossy Fiber Associated ORDEN,DG Basket,-0.8877799581349533,0.8877799581349533,7.229236707830428e-08,0.9999970683751308
DG Hilar Ectopic Granule,CA3 Basket,0.8814443421407223,0.8814443421407223,7.177645469154087e-08,0.9999971401515855
CA3 Mossy Fiber Associated ORDEN,DG HIPROM,-0.8528699462908585,0.8528699462908585,6.944962731174874e-08,0.9999972096012127
CA1 Quadrilaminar,CA1 Horizontal Basket,-0.812019373096461,0.812019373096461,6.612314465614502e-08,0.9999972757243574
DG HIPROM,CA3 Lucidum ORAX,-0.8102901757612149,0.8102901757612149,6.5982335250205e-08,0.9999973417066926
CA1 Quadrilaminar,CA1 OR LM,-0.8039935831951974,0.8039935831951974,6.546960056076536e-08,0.9999974071762932
CA1 Trilaminar,CA1 Radiatum Giant,-0.8019219946830652,0.8019219946830652,6.530091006963412e-08,0.9999974724772033
DG HIPROM,DG HIPROM,-0.7862956495514265,0.7862956495514265,6.402844895131613e-08,0.9999975365056523
CA1 Quadrilaminar,CA1 Bistratified,-0.7741489634103046,0.7741489634103046,6.303933820911863e-08,0.9999975995449905
CA3 Mossy Fiber Associated ORDEN,DG Hilar Ectopic Granule,-0.7668799505692921,0.7668799505692921,6.244741884916445e-08,0.9999976619924094
CA1 Oriens Bistratified,CA1 Oriens Bistratified,-0.7661769853824949,0.7661769853824949,6.239017604157283e-08,0.9999977243825854
CA1 Ivy,CA1 Radiatum Giant,-0.750372740565529,0.750372740565529,6.110322846268887e-08,0.9999977854858139
DG Neurogliaform,CA1 Neurogliaform Projecting,-0.734954219315341,0.734954219315341,5.984769054722965e-08,0.9999978453335044
CA1 Quadrilaminar,CA1 Axo Axonic,-0.7223541406843069,0.7223541406843069,5.882165982727084e-08,0.9999979041551643
CA1 Radial Trilaminar,CA2 Wide Arbor Basket,-0.7119392240528062,0.7119392240528062,5.797356794446227e-08,0.9999979621287323
DG Hilar Ectopic Granule,CA3 Axo Axonic,0.6892270915675144,0.6892270915675144,5.612410760948565e-08,0.9999980182528398
CA1 Radial Trilaminar,CA1 Oriens Bistratified,-0.6772127040122536,0.6772127040122536,5.514577000746255e-08,0.9999980733986099
CA1 O LM,CA1 Radiatum Giant,-0.6610854299300226,0.6610854299300226,5.383251799355773e-08,0.9999981272311279
CA1 Quadrilaminar,CA1 Radiatum,-0.652361723806575,0.652361723806575,5.31221422303062e-08,0.9999981803532701
CA1 Quadrilaminar,CA1 SO SO,-0.636528398152396,0.636528398152396,5.1832826584268334e-08,0.9999982321860967
CA3 Axo Axonic,CA3c Pyramidal,-0.6303526264759227,0.6303526264759227,5.132993040043768e-08,0.9999982835160272
CA3 Lucidum ORAX,CA3 Mossy Fiber Associated,-0.6179936165133969,0.6179936165133969,5.032353002301497e-08,0.9999983338395572
CA3 Axo Axonic,CA3 Pyramidal,-0.6171111028168403,0.6171111028168403,5.025166649025723e-08,0.9999983840912237
CA1 Recurrent O LM,CA1 Oriens Bistratified,-0.603374555385,0.603374555385,4.9133092546081536e-08,0.9999984332243163
CA1 OR LM,CA1 Radiatum Giant,-0.5961143021861562,0.5961143021861562,4.8541886488180804e-08,0.9999984817662028
CA3 Lucidum ORAX,CA3 O LM,-0.5761181659408119,0.5761181659408119,4.691359108868444e-08,0.9999985286797939
CA3 Trilaminar,CA1 Radiatum Giant,-0.5739178789048319,0.5739178789048319,4.673442061223343e-08,0.9999985754142146
CA3 Lucidum ORAX,CA3 Axo Axonic,-0.5738442163676838,0.5738442163676838,4.672842223490284e-08,0.9999986221426368
DG HIPROM,CA3 Axo Axonic,-0.5484182806344825,0.5484182806344825,4.465797554088708e-08,0.9999986668006123
DG HIPROM,CA3 O LM,-0.544261380393091,0.544261380393091,4.431947707017382e-08,0.9999987111200894
DG HIPROM,CA3 Mossy Fiber Associated,-0.542959672283536,0.542959672283536,4.421347832620302e-08,0.9999987553335677
DG Hilar Ectopic Granule,DG HIPP,0.523036265859315,0.523036265859315,4.259110535250373e-08,0.999998797924673
CA1 Quadrilaminar,CA1 Back Projection,-0.5222140875123154,0.5222140875123154,4.252415495750946e-08,0.999998840448828
CA2 Bistratified,CA1 Axo Axonic,-0.5218317719160458,0.5218317719160458,4.2493022806831787e-08,0.9999988829418508
DG MOPP,DG Semilunar Granule,-0.5216810589918,0.5216810589918,4.248075017785071e-08,0.9999989254226009
CA2 Bistratified,CA1 Radiatum,-0.5099442717070195,0.5099442717070195,4.152501770502737e-08,0.9999989669476187
CA2 Bistratified,CA1 Recurrent O LM,-0.5089622339601372,0.5089622339601372,4.144504987895534e-08,0.9999990083926685
CA1 Axo Axonic,CA1 Radiatum Giant,-0.4708893080476639,0.4708893080476639,3.8344752434088706e-08,0.999999046737421
DG HIPROM,DG Hilar Ectopic Granule,-0.4400246043975599,0.4400246043975599,3.583142414188005e-08,0.9999990825688452
CA1 LMR,CA1 Radiatum Giant,-0.4174324911002881,0.4174324911002881,3.399173702955537e-08,0.9999991165605822
CA1 Quadrilaminar,CA1 Ivy,-0.4142318120365698,0.4142318120365698,3.373110412874033e-08,0.9999991502916863
DG HICAP,DG Semilunar Granule,-0.4130703493716663,0.4130703493716663,3.3636525641639385e-08,0.999999183928212
CA1 Quadrilaminar,CA1 Horizontal Axo Axonic,-0.4067121746169216,0.4067121746169216,3.311877628369754e-08,0.9999992170469882
DG Hilar Ectopic Granule,CA3 Mossy Fiber Associated ORDEN,0.3841966744292319,0.3841966744292319,3.128532781529602e-08,0.999999248332316
CA1 Quadrilaminar,CA1 Pyramidal,-0.3817999172619877,0.3817999172619877,3.109015867755611e-08,0.9999992794224747
CA1 Neurogliaform Projecting,DG MOPP,-0.3527515074631679,0.3527515074631679,2.8724732104254183e-08,0.9999993081472068
CA3 Lucidum ORAX,CA3 Basket CCK+,-0.3481100139561993,0.3481100139561993,2.8346772960974743e-08,0.9999993364939798
CA2 Bistratified,CA1 O LMR,-0.3475972748746431,0.3475972748746431,2.8305020360502524e-08,0.9999993647990001
CA1 Quadrilaminar,CA1 Schaffer Collateral Associated,-0.3471519311671753,0.3471519311671753,2.826875579913091e-08,0.9999993930677559
CA2 Bistratified,CA1 Pyramidal,-0.3310733933335135,0.3310733933335135,2.6959472402380935e-08,0.9999994200272283
DG HIPROM,DG Granule,-0.3212418297748023,0.3212418297748023,2.6158883252752953e-08,0.9999994461861116
CA3 Mossy Fiber Associated ORDEN,DG HIPP,-0.3177821162153434,0.3177821162153434,2.5877157043083134e-08,0.9999994720632687
DG HIPROM,DG Mossy,-0.3152316904291632,0.3152316904291632,2.5669474592661693e-08,0.9999994977327432
CA2 Bistratified,CA1 O LM,-0.3106174992866363,0.3106174992866363,2.5293738694606752e-08,0.9999995230264819
DG HIPROM,CA3 Basket CCK+,-0.3017661941015643,0.3017661941015643,2.457297247579552e-08,0.9999995475994543
CA1 Quadrilaminar,CA1 Neurogliaform,-0.2804281610211008,0.2804281610211008,2.28354057442571e-08,0.9999995704348601
CA1 Neurogliaform Projecting,DG Neurogliaform,-0.2486502005402726,0.2486502005402726,2.0247710490462395e-08,0.9999995906825706
CA2 Bistratified,CA1 Ivy,-0.24833881286676,0.24833881286676,2.022235403609444e-08,0.9999996109049246
CA1 Recurrent O LM,CA1 Radiatum Giant,-0.2477308601104428,0.2477308601104428,2.0172848138351178e-08,0.9999996310777728
CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,-0.2450000316141699,0.2450000316141699,1.9950475404802213e-08,0.9999996510282482
CA3 Lucidum ORAX,CA3 Horizontal Axo Axonic,-0.2115782177412288,0.2115782177412288,1.722892034514391e-08,0.9999996682571685
CA2 Bistratified,CA1 Schaffer Collateral Associated,-0.2113458855850544,0.2113458855850544,1.721000142118719e-08,0.9999996854671699
DG Neurogliaform,DG Semilunar Granule,-0.2097004641592638,0.2097004641592638,1.707601392955508e-08,0.9999997025431838
DG Hilar Ectopic Granule,CA3 Mossy Fiber Associated,0.1922478968836494,0.1922478968836494,1.5654842626478958e-08,0.9999997181980265
DG Hilar Ectopic Granule,CA3 Spiny Lucidum,0.1877364599096777,0.1877364599096777,1.528747405188514e-08,0.9999997334855005
DG HIPROM,CA3 Horizontal Axo Axonic,-0.1866092626552061,0.1866092626552061,1.5195685814334582e-08,0.9999997486811864
DG Neurogliaform,DG MOPP,-0.1749959834214557,0.1749959834214557,1.4250010664027222e-08,0.999999762931197
DG HIPROM,CA3 Spiny Lucidum,-0.1722430317531223,0.1722430317531223,1.4025836429485948e-08,0.9999997769570333
CA1 Radiatum,CA1 Radiatum Giant,-0.1684445070576849,0.1684445070576849,1.371652065915086e-08,0.999999790673554
CA3 Lucidum ORAX,CA3c Pyramidal,-0.1496613767413248,0.1496613767413248,1.2187000940590694e-08,0.999999802860555
CA1 Neurogliaform Projecting,DG Semilunar Granule,-0.1491129619800576,0.1491129619800576,1.214234325163365e-08,0.9999998150028983
CA1 Quadrilaminar,CA1 O LMR,-0.1436742754507156,0.1436742754507156,1.169946828087062e-08,0.9999998267023665
CA3 Lucidum ORAX,CA3 Spiny Lucidum,-0.1339657520495668,0.1339657520495668,1.090889835295897e-08,0.9999998376112649
DG HIPROM,CA3c Pyramidal,-0.1338757358450406,0.1338757358450406,1.090156828829489e-08,0.9999998485128332
CA1 Radial Trilaminar,CA1 Radiatum Giant,-0.1243884455751974,0.1243884455751974,1.0129013485180413e-08,0.9999998586418467
CA3 Lucidum ORAX,CA3 Pyramidal,-0.1198739994768,0.1198739994768,9.76139987607599e-09,0.9999998684032466
CA1 Quadrilaminar,CA1 Recurrent O LM,-0.1110119958629099,0.1110119958629099,9.039762478842458e-09,0.9999998774430091
CA1 Quadrilaminar,CA1 O LM,-0.1045684972743786,0.1045684972743786,8.515065158338372e-09,0.9999998859580743
CA3 Lucidum ORAX,CA3 LMR Targeting,-0.1039843297350143,0.1039843297350143,8.467496102736269e-09,0.9999998944255705
DG HIPROM,CA3 Pyramidal,-0.1039289953952249,0.1039289953952249,8.462990199705416e-09,0.9999999028885607
DG HIPROM,CA3 LMR Targeting,-0.0957320853839481,0.0957320853839481,7.795511707976533e-09,0.9999999106840723
CA1 Neurogliaform Projecting,CA1 Radiatum Giant,-0.0885008473072588,0.0885008473072588,7.2066683660195294e-09,0.9999999178907407
CA1 Quadrilaminar,CA1 Neurogliaform Projecting,-0.0870714435893947,0.0870714435893947,7.090271304644084e-09,0.999999924981012
CA2 Bistratified,CA1 Oriens Bistratified,-0.0856569429532407,0.0856569429532407,6.9750878086839334e-09,0.9999999319560998
DG Hilar Ectopic Granule,CA3 Basket CCK+,0.0850605044587634,0.0850605044587634,6.926519523054952e-09,0.9999999388826193
DG HIPROM,DG HIPP,-0.0847951237922342,0.0847951237922342,6.904909442331212e-09,0.9999999457875287
DG HIPROM,CA1 Neurogliaform Projecting,-0.0818954659312467,0.0818954659312467,6.668788848971148e-09,0.9999999524563176
DG Neurogliaform,DG Neurogliaform,-0.0776534920054159,0.0776534920054159,6.323362785482407e-09,0.9999999587796804
DG Hilar Ectopic Granule,CA3c Pyramidal,0.0550567880071112,0.0550567880071112,4.483301850071082e-09,0.9999999632629822
CA3 Lucidum ORAX,CA2 Wide Arbor Basket,-0.0525255751229608,0.0525255751229608,4.277183915894291e-09,0.9999999675401662
DG HIPROM,DG MOPP,-0.04903436665776,0.04903436665776,3.99289306025998e-09,0.9999999715330592
DG Hilar Ectopic Granule,CA3 LMR Targeting,0.0472472005824232,0.0472472005824232,3.847363230751821e-09,0.9999999753804224
DG HIPROM,CA2 Wide Arbor Basket,-0.0466328388467819,0.0466328388467819,3.797335446609059e-09,0.9999999791777578
CA3 Lucidum ORAX,CA3 Trilaminar,-0.0383328868570152,0.0383328868570152,3.121466194911776e-09,0.999999982299224
CA3 Lucidum ORAX,CA3 Granule,-0.0371802674153125,0.0371802674153125,3.0276078159096054e-09,0.9999999853268319
